timestamp,open,high,low,close,volume
2024-01-03 00:00:00+00:00,2356.92,2358.21,2356.15,2358.21,1258.83
2024-01-03 00:01:00+00:00,2358.21,2360.5,2356.78,2357.81,2431.299
2024-01-03 00:02:00+00:00,2357.82,2360.53,2357.53,2359.83,1657.031
2024-01-03 00:03:00+00:00,2359.84,2361.38,2359.84,2360.19,972.917
2024-01-03 00:04:00+00:00,2360.19,2360.2,2357.96,2358.41,1207.959
2024-01-03 00:05:00+00:00,2358.43,2359.54,2356.28,2359.54,2015.294
2024-01-03 00:06:00+00:00,2359.54,2363.13,2359.54,2362.36,3178.687
2024-01-03 00:07:00+00:00,2362.36,2365.0,2362.36,2364.96,2061.129
2024-01-03 00:08:00+00:00,2364.96,2365.05,2360.45,2361.86,3225.159
2024-01-03 00:09:00+00:00,2361.82,2362.91,2360.72,2361.95,872.638
2024-01-03 00:10:00+00:00,2361.94,2364.55,2361.94,2364.49,2774.413
2024-01-03 00:11:00+00:00,2364.5,2364.5,2361.53,2361.53,1313.76
2024-01-03 00:12:00+00:00,2361.53,2362.79,2360.47,2362.71,694.532
2024-01-03 00:13:00+00:00,2362.71,2362.83,2361.84,2362.04,584.902
2024-01-03 00:14:00+00:00,2362.04,2364.17,2362.04,2363.18,760.101
2024-01-03 00:15:00+00:00,2363.18,2364.0,2362.41,2363.26,932.44
2024-01-03 00:16:00+00:00,2363.25,2364.28,2363.13,2363.29,711.033
2024-01-03 00:17:00+00:00,2363.28,2363.29,2360.96,2362.56,1011.233
2024-01-03 00:18:00+00:00,2362.43,2363.29,2361.03,2361.31,1043.931
2024-01-03 00:19:00+00:00,2361.31,2361.69,2361.04,2361.4,374.664
2024-01-03 00:20:00+00:00,2361.4,2362.42,2360.89,2362.42,251.451
2024-01-03 00:21:00+00:00,2362.42,2363.04,2361.4,2361.75,229.601
2024-01-03 00:22:00+00:00,2361.74,2361.75,2360.32,2360.32,378.269
2024-01-03 00:23:00+00:00,2360.32,2360.86,2359.01,2359.31,864.249
2024-01-03 00:24:00+00:00,2359.31,2361.0,2359.07,2360.99,1173.362
2024-01-03 00:25:00+00:00,2360.99,2360.99,2358.2,2358.2,684.584
2024-01-03 00:26:00+00:00,2358.2,2358.21,2355.38,2355.38,2055.956
2024-01-03 00:27:00+00:00,2355.38,2355.71,2351.02,2351.58,6473.242
2024-01-03 00:28:00+00:00,2351.59,2352.18,2348.46,2351.28,5088.083
2024-01-03 00:29:00+00:00,2351.28,2354.77,2350.71,2353.8,2436.753
2024-01-03 00:30:00+00:00,2353.8,2356.13,2352.37,2356.03,1605.181
2024-01-03 00:31:00+00:00,2356.02,2361.15,2356.0,2360.84,2222.519
2024-01-03 00:32:00+00:00,2360.84,2361.96,2359.43,2361.03,1747.804
2024-01-03 00:33:00+00:00,2361.0,2361.86,2360.42,2361.69,802.642
2024-01-03 00:34:00+00:00,2361.69,2361.7,2360.69,2361.54,712.322
2024-01-03 00:35:00+00:00,2361.62,2362.36,2361.0,2361.0,1783.564
2024-01-03 00:36:00+00:00,2361.0,2361.15,2359.33,2359.33,608.471
2024-01-03 00:37:00+00:00,2359.32,2360.33,2358.35,2358.81,964.333
2024-01-03 00:38:00+00:00,2358.82,2361.15,2358.82,2360.38,888.202
2024-01-03 00:39:00+00:00,2360.43,2360.8,2359.74,2360.77,483.685
2024-01-03 00:40:00+00:00,2360.77,2362.39,2360.33,2362.39,904.146
2024-01-03 00:41:00+00:00,2362.38,2362.85,2362.27,2362.51,517.704
2024-01-03 00:42:00+00:00,2362.51,2362.51,2361.54,2362.27,662.463
2024-01-03 00:43:00+00:00,2362.26,2362.51,2361.63,2362.51,518.728
2024-01-03 00:44:00+00:00,2362.51,2365.21,2362.51,2365.0,2151.836
2024-01-03 00:45:00+00:00,2365.0,2365.33,2363.3,2363.47,2223.385
2024-01-03 00:46:00+00:00,2363.48,2364.12,2362.44,2363.93,1471.683
2024-01-03 00:47:00+00:00,2363.93,2366.47,2363.68,2366.11,2168.036
2024-01-03 00:48:00+00:00,2366.11,2366.11,2365.1,2365.1,879.665
2024-01-03 00:49:00+00:00,2365.11,2366.3,2363.74,2366.02,1383.559
2024-01-03 00:50:00+00:00,2366.03,2366.03,2364.73,2365.28,734.117
2024-01-03 00:51:00+00:00,2365.28,2369.34,2365.28,2368.5,4238.857
2024-01-03 00:52:00+00:00,2368.5,2368.5,2363.4,2363.75,2618.315
2024-01-03 00:53:00+00:00,2363.75,2365.03,2363.25,2364.75,665.415
2024-01-03 00:54:00+00:00,2364.75,2365.03,2360.0,2360.85,3117.431
2024-01-03 00:55:00+00:00,2360.85,2362.16,2360.32,2361.62,1107.536
2024-01-03 00:56:00+00:00,2361.62,2363.27,2361.51,2363.27,805.779
2024-01-03 00:57:00+00:00,2363.27,2363.51,2362.68,2362.82,1085.44
2024-01-03 00:58:00+00:00,2362.81,2363.84,2362.36,2363.84,228.052
2024-01-03 00:59:00+00:00,2363.84,2364.17,2363.48,2363.48,373.056
2024-01-03 01:00:00+00:00,2363.48,2363.49,2362.36,2363.45,557.488
2024-01-03 01:01:00+00:00,2363.45,2365.04,2362.08,2364.96,2235.46
2024-01-03 01:02:00+00:00,2364.96,2367.2,2364.77,2364.96,1569.192
2024-01-03 01:03:00+00:00,2364.96,2366.51,2364.96,2366.41,605.612
2024-01-03 01:04:00+00:00,2366.41,2367.83,2366.03,2367.65,928.76
2024-01-03 01:05:00+00:00,2367.65,2367.65,2365.16,2365.2,982.592
2024-01-03 01:06:00+00:00,2365.19,2367.19,2364.74,2366.44,719.346
2024-01-03 01:07:00+00:00,2366.44,2367.99,2365.95,2367.66,1246.429
2024-01-03 01:08:00+00:00,2367.65,2368.04,2366.72,2367.68,1122.015
2024-01-03 01:09:00+00:00,2367.68,2368.05,2367.04,2367.96,445.081
2024-01-03 01:10:00+00:00,2367.96,2368.57,2367.61,2368.11,722.947
2024-01-03 01:11:00+00:00,2368.1,2368.1,2366.62,2367.18,960.275
2024-01-03 01:12:00+00:00,2367.18,2368.0,2367.18,2367.3,506.255
2024-01-03 01:13:00+00:00,2367.3,2368.1,2367.21,2367.78,400.323
2024-01-03 01:14:00+00:00,2367.65,2367.76,2366.63,2366.98,482.379
2024-01-03 01:15:00+00:00,2366.97,2367.47,2364.46,2364.93,1314.73
2024-01-03 01:16:00+00:00,2364.93,2365.99,2364.65,2365.96,558.923
2024-01-03 01:17:00+00:00,2365.96,2365.97,2364.84,2365.57,635.27
2024-01-03 01:18:00+00:00,2365.58,2366.77,2364.94,2366.77,400.1
2024-01-03 01:19:00+00:00,2366.79,2366.96,2366.07,2366.23,401.161
2024-01-03 01:20:00+00:00,2366.23,2366.65,2365.29,2366.64,601.521
2024-01-03 01:21:00+00:00,2366.65,2367.2,2366.32,2367.19,606.644
2024-01-03 01:22:00+00:00,2367.2,2368.98,2367.19,2368.65,2808.878
2024-01-03 01:23:00+00:00,2368.65,2368.8,2367.18,2367.18,455.165
2024-01-03 01:24:00+00:00,2367.18,2369.78,2366.91,2369.55,1722.484
2024-01-03 01:25:00+00:00,2369.55,2369.9,2368.59,2368.6,1521.761
2024-01-03 01:26:00+00:00,2368.59,2369.72,2368.59,2369.59,1040.316
2024-01-03 01:27:00+00:00,2369.58,2370.66,2369.27,2369.7,1339.447
2024-01-03 01:28:00+00:00,2369.69,2370.35,2369.21,2369.42,384.363
2024-01-03 01:29:00+00:00,2369.43,2370.0,2369.43,2369.59,369.695
2024-01-03 01:30:00+00:00,2369.6,2370.16,2368.58,2368.6,821.208
2024-01-03 01:31:00+00:00,2368.61,2368.91,2367.58,2368.84,526.784
2024-01-03 01:32:00+00:00,2368.85,2370.1,2368.84,2369.92,443.805
2024-01-03 01:33:00+00:00,2369.92,2369.93,2369.32,2369.56,497.932
2024-01-03 01:34:00+00:00,2369.56,2369.68,2368.79,2369.46,372.112
2024-01-03 01:35:00+00:00,2369.46,2370.98,2369.3,2370.32,875.746
2024-01-03 01:36:00+00:00,2370.32,2371.33,2370.32,2370.7,874.146
2024-01-03 01:37:00+00:00,2370.7,2370.97,2369.9,2369.9,614.394
2024-01-03 01:38:00+00:00,2369.9,2370.63,2369.8,2370.0,691.576
2024-01-03 01:39:00+00:00,2369.96,2370.12,2369.68,2369.93,321.123
2024-01-03 01:40:00+00:00,2369.93,2371.7,2369.13,2371.7,1619.927
2024-01-03 01:41:00+00:00,2371.7,2372.0,2371.47,2371.99,410.604
2024-01-03 01:42:00+00:00,2371.99,2372.0,2370.15,2370.55,1470.587
2024-01-03 01:43:00+00:00,2370.55,2371.34,2370.19,2371.13,819.311
2024-01-03 01:44:00+00:00,2371.06,2371.17,2370.77,2370.97,293.944
2024-01-03 01:45:00+00:00,2370.96,2371.43,2370.55,2371.38,517.216
2024-01-03 01:46:00+00:00,2371.38,2371.38,2370.55,2370.56,430.053
2024-01-03 01:47:00+00:00,2370.55,2371.7,2370.55,2371.17,520.029
2024-01-03 01:48:00+00:00,2371.16,2371.16,2370.5,2370.5,533.553
2024-01-03 01:49:00+00:00,2370.51,2370.69,2370.11,2370.21,263.137
2024-01-03 01:50:00+00:00,2370.21,2371.61,2369.77,2371.61,693.349
2024-01-03 01:51:00+00:00,2371.6,2371.8,2371.23,2371.69,587.202
2024-01-03 01:52:00+00:00,2371.7,2374.0,2371.69,2373.54,3013.732
2024-01-03 01:53:00+00:00,2373.53,2376.79,2373.52,2375.25,6749.926
2024-01-03 01:54:00+00:00,2375.26,2378.0,2374.22,2377.4,5715.587
2024-01-03 01:55:00+00:00,2377.39,2377.4,2376.0,2376.0,1162.684
2024-01-03 01:56:00+00:00,2376.0,2377.0,2374.76,2377.0,2627.002
2024-01-03 01:57:00+00:00,2376.99,2376.99,2376.17,2376.31,525.244
2024-01-03 01:58:00+00:00,2376.3,2376.3,2374.44,2374.45,1200.115
2024-01-03 01:59:00+00:00,2374.44,2375.44,2374.39,2375.21,533.954
2024-01-03 02:00:00+00:00,2375.31,2376.9,2374.67,2376.8,2230.27
2024-01-03 02:01:00+00:00,2376.8,2377.24,2375.11,2375.11,1802.631
2024-01-03 02:02:00+00:00,2375.11,2375.93,2373.77,2374.0,1300.883
2024-01-03 02:03:00+00:00,2374.0,2376.91,2374.0,2376.71,934.672
2024-01-03 02:04:00+00:00,2376.71,2377.49,2376.45,2377.43,1468.789
2024-01-03 02:05:00+00:00,2377.43,2379.32,2377.28,2378.21,2351.396
2024-01-03 02:06:00+00:00,2378.2,2378.29,2377.5,2378.12,1882.343
2024-01-03 02:07:00+00:00,2378.12,2378.63,2377.87,2378.43,730.706
2024-01-03 02:08:00+00:00,2378.44,2380.55,2378.01,2379.98,2964.822
2024-01-03 02:09:00+00:00,2379.98,2381.99,2378.25,2378.87,4747.245
2024-01-03 02:10:00+00:00,2378.88,2380.99,2378.16,2380.99,1556.213
2024-01-03 02:11:00+00:00,2380.99,2387.28,2380.82,2383.92,15033.804
2024-01-03 02:12:00+00:00,2383.91,2384.03,2380.59,2381.6,2757.431
2024-01-03 02:13:00+00:00,2381.61,2383.96,2381.19,2381.19,5676.68
2024-01-03 02:14:00+00:00,2381.19,2381.48,2380.02,2380.27,1807.262
2024-01-03 02:15:00+00:00,2380.27,2380.28,2377.02,2377.79,1832.405
2024-01-03 02:16:00+00:00,2377.79,2379.57,2377.79,2378.68,1758.994
2024-01-03 02:17:00+00:00,2378.68,2378.69,2376.91,2377.47,1848.248
2024-01-03 02:18:00+00:00,2377.48,2379.7,2377.47,2379.68,1073.36
2024-01-03 02:19:00+00:00,2379.68,2379.69,2376.84,2377.4,796.241
2024-01-03 02:20:00+00:00,2377.39,2379.73,2377.17,2379.04,737.326
2024-01-03 02:21:00+00:00,2379.04,2379.5,2377.25,2379.49,918.315
2024-01-03 02:22:00+00:00,2379.49,2379.5,2377.96,2377.96,1260.44
2024-01-03 02:23:00+00:00,2377.96,2378.5,2376.88,2377.99,1176.866
2024-01-03 02:24:00+00:00,2377.98,2377.99,2377.12,2377.2,297.02
2024-01-03 02:25:00+00:00,2377.2,2377.28,2376.36,2376.36,326.251
2024-01-03 02:26:00+00:00,2376.36,2380.2,2376.26,2380.19,2777.559
2024-01-03 02:27:00+00:00,2380.19,2380.75,2377.38,2378.22,1402.522
2024-01-03 02:28:00+00:00,2378.22,2380.2,2377.37,2378.04,2426.954
2024-01-03 02:29:00+00:00,2378.04,2380.32,2377.8,2378.24,2263.254
2024-01-03 02:30:00+00:00,2378.24,2380.33,2377.36,2377.67,1818.998
2024-01-03 02:31:00+00:00,2377.67,2380.76,2377.67,2380.14,2826.352
2024-01-03 02:32:00+00:00,2380.14,2380.14,2379.72,2380.0,468.762
2024-01-03 02:33:00+00:00,2380.01,2380.01,2378.87,2378.88,686.632
2024-01-03 02:34:00+00:00,2378.87,2379.32,2378.53,2378.53,331.226
2024-01-03 02:35:00+00:00,2378.53,2378.69,2377.0,2377.0,570.391
2024-01-03 02:36:00+00:00,2377.0,2377.0,2373.56,2374.44,5447.56
2024-01-03 02:37:00+00:00,2374.45,2375.2,2374.44,2374.7,1109.174
2024-01-03 02:38:00+00:00,2374.74,2374.98,2374.02,2374.98,1058.978
2024-01-03 02:39:00+00:00,2374.97,2374.97,2373.5,2373.67,543.121
2024-01-03 02:40:00+00:00,2373.67,2373.87,2373.62,2373.76,373.524
2024-01-03 02:41:00+00:00,2373.77,2373.93,2370.09,2370.92,4167.277
2024-01-03 02:42:00+00:00,2370.92,2372.98,2370.19,2372.98,1874.835
2024-01-03 02:43:00+00:00,2372.97,2373.18,2372.38,2373.17,814.139
2024-01-03 02:44:00+00:00,2373.17,2373.41,2372.48,2373.06,686.932
2024-01-03 02:45:00+00:00,2373.07,2373.07,2372.11,2372.11,461.393
2024-01-03 02:46:00+00:00,2372.11,2372.5,2370.69,2370.69,995.495
2024-01-03 02:47:00+00:00,2370.69,2370.9,2369.55,2369.9,1342.42
2024-01-03 02:48:00+00:00,2369.89,2371.2,2369.67,2371.0,971.983
2024-01-03 02:49:00+00:00,2371.01,2371.63,2371.01,2371.62,270.807
2024-01-03 02:50:00+00:00,2371.62,2372.78,2371.62,2371.73,541.067
2024-01-03 02:51:00+00:00,2371.73,2372.12,2370.66,2370.81,428.056
2024-01-03 02:52:00+00:00,2370.81,2371.05,2370.56,2370.98,178.62
2024-01-03 02:53:00+00:00,2370.98,2371.67,2369.0,2369.75,2325.795
2024-01-03 02:54:00+00:00,2369.75,2370.77,2369.75,2370.77,576.16
2024-01-03 02:55:00+00:00,2370.76,2371.4,2370.55,2370.8,586.244
2024-01-03 02:56:00+00:00,2370.8,2371.3,2370.68,2371.24,479.882
2024-01-03 02:57:00+00:00,2371.24,2371.46,2370.69,2371.46,427.048
2024-01-03 02:58:00+00:00,2371.47,2372.67,2371.05,2371.05,847.996
2024-01-03 02:59:00+00:00,2371.06,2371.06,2370.45,2370.59,226.206
2024-01-03 03:00:00+00:00,2370.58,2371.14,2370.33,2370.6,539.052
2024-01-03 03:01:00+00:00,2370.61,2371.5,2370.37,2370.9,540.201
2024-01-03 03:02:00+00:00,2370.9,2371.98,2370.9,2371.98,785.018
2024-01-03 03:03:00+00:00,2371.98,2372.35,2370.76,2370.81,418.274
2024-01-03 03:04:00+00:00,2370.81,2371.11,2370.17,2370.31,335.018
2024-01-03 03:05:00+00:00,2370.32,2370.33,2369.41,2369.46,460.456
